sample_idx	IID	FID	dominant_component_broad	q_max_broad	best_embedding_axis1	best_embedding_method	sample_order_rank
909	GSl_0GT230	GREE	0	0.99993	1.2580866	PhyloAE	1
913	GSl_0GT234	GREE	0	0.99993	1.2600855	PhyloAE	2
905	GSl_0GT226	GREE	0	0.99993	1.2674105	PhyloAE	3
910	GSl_0GT231	GREE	0	0.99993	1.2683672	PhyloAE	4
914	GSl_0GT235	GREE	0	0.99993	1.2700032	PhyloAE	5
906	GSl_0GT227	GREE	0	0.99993	1.2864867	PhyloAE	6
908	GSl_0GT229	GREE	0	0.99993	1.2885352	PhyloAE	7
907	GSl_0GT228	GREE	0	0.999925	1.312788	PhyloAE	8
911	GSl_0GT232	GREE	0	0.999924	1.2823824	PhyloAE	9
912	GSl_0GT233	GREE	0	0.999923	1.2801406	PhyloAE	10
554	AMAL_27127	AMAL	0	0.838054	0.75233597	PhyloAE	11
553	AMAL_14509	AMAL	0	0.831769	0.74667233	PhyloAE	12
557	AMAL_29542	AMAL	0	0.82202	0.74865407	PhyloAE	13
559	AMAL_29544	AMAL	0	0.814063	0.7455445	PhyloAE	14
562	AMAL_29547	AMAL	0	0.810873	0.7467097	PhyloAE	15
561	AMAL_29546	AMAL	0	0.805241	0.74271846	PhyloAE	16
556	AMAL_29541	AMAL	0	0.803242	0.7411659	PhyloAE	17
558	AMAL_29543	AMAL	0	0.800652	0.7522989	PhyloAE	18
555	AMAL_29540	AMAL	0	0.783322	0.7433556	PhyloAE	19
560	AMAL_29545	AMAL	0	0.77557	0.7413792	PhyloAE	20
634	HUSK_15873	HUSK	0	0.759063	0.5293779	PhyloAE	21
638	HUSK_29464	HUSK	0	0.75829	0.52896816	PhyloAE	22
631	HUSK_11490	HUSK	0	0.748678	0.5279439	PhyloAE	23
637	HUSK_28926	HUSK	0	0.745048	0.52268815	PhyloAE	24
630	HUSK_11487	HUSK	0	0.736688	0.5232538	PhyloAE	25
629	HUSK_11480	HUSK	0	0.719095	0.51430285	PhyloAE	26
633	HUSK_15872	HUSK	0	0.709271	0.5123357	PhyloAE	27
636	HUSK_28925	HUSK	0	0.67469	0.5044862	PhyloAE	28
632	HUSK_14529	HUSK	0	0.672278	0.49041826	PhyloAE	29
635	HUSK_28487	HUSK	0	0.66838	0.51075965	PhyloAE	30
448	CHOW_22802	CHOW	1	0.870315	-0.6754554	PhyloAE	31
140	CHOW_28874	CHOW	1	0.868688	-0.67335564	PhyloAE	32
118	CHOW_13802	CHOW	1	0.868205	-0.66873586	PhyloAE	33
156	CHOW_28872	CHOW	1	0.864462	-0.681215	PhyloAE	34
449	CHOW_23372	CHOW	1	0.862783	-0.6605593	PhyloAE	35
145	CHOW_28880	CHOW	1	0.858471	-0.67343485	PhyloAE	36
142	CHOW_28885	CHOW	1	0.858054	-0.6605033	PhyloAE	37
151	CHOW_28871	CHOW	1	0.853265	-0.6661033	PhyloAE	38
446	CHOW_15628	CHOW	1	0.846585	-0.67407805	PhyloAE	39
447	CHOW_15630	CHOW	1	0.843164	-0.6640875	PhyloAE	40
376	AKIT_01131	AKIT	1	0.776566	0.009456994	PhyloAE	41
355	AKIT_12755	AKIT	1	0.774858	-0.0036443751	PhyloAE	42
409	AKIT_01134	AKIT	1	0.770989	0.012813138	PhyloAE	43
157	AKIT_01273	AKIT	1	0.76689	-0.020818366	PhyloAE	44
155	AKIT_12342	AKIT	1	0.76453	-0.002584478	PhyloAE	45
356	AKIT_01101	AKIT	1	0.763562	0.008765893	PhyloAE	46
361	AKIT_01132	AKIT	1	0.760109	-0.0122828465	PhyloAE	47
410	AKIT_01278	AKIT	1	0.758231	0.0055856574	PhyloAE	48
154	AKIT_01130	AKIT	1	0.748438	0.00027719326	PhyloAE	49
363	AKIT_12692	AKIT	1	0.737092	-0.008002264	PhyloAE	50
751	SHAR_11449	SHAR	1	0.729251	-0.75403386	PhyloAE	51
980	ShP_0GT365	SHAR	1	0.721428	-0.75428337	PhyloAE	52
1184	SHIB_10H08	SHIB	1	0.691361	-0.3441459	PhyloAE	53
1253	SHIB_17H01	SHIB	1	0.691302	-0.34567016	PhyloAE	54
750	SHAR_11448	SHAR	1	0.688809	-0.75308436	PhyloAE	55
982	ShP_0GT367	SHAR	1	0.683954	-0.75356334	PhyloAE	56
753	SHAR_28940	SHAR	1	0.683392	-0.75392985	PhyloAE	57
752	SHAR_13168	SHAR	1	0.682425	-0.7517614	PhyloAE	58
1258	SHIB_17B05	SHIB	1	0.681218	-0.34503245	PhyloAE	59
1251	SHIB_16D12	SHIB	1	0.679754	-0.34254676	PhyloAE	60
983	ShP_0GT368	SHAR	1	0.677145	-0.7517902	PhyloAE	61
754	SHAR_07995	SHAR	1	0.676768	-0.7569119	PhyloAE	62
1186	SHIB_10B09	SHIB	1	0.672941	-0.34338558	PhyloAE	63
1248	SHIB_16C08	SHIB	1	0.670128	-0.3422927	PhyloAE	64
1183	SHIB_10G08	SHIB	1	0.661296	-0.3452599	PhyloAE	65
979	ShP_0GT364	SHAR	1	0.658287	-0.7547187	PhyloAE	66
1185	SHIB_10A09	SHIB	1	0.650568	-0.34614342	PhyloAE	67
981	ShP_0GT366	SHAR	1	0.649883	-0.75780326	PhyloAE	68
939	Eur_0GT182	EURA	1	0.619986	-0.45388234	PhyloAE	69
931	Eur_0GT174	EURA	1	0.584754	-0.44511163	PhyloAE	70
935	Eur_0GT178	EURA	1	0.583175	-0.44393766	PhyloAE	71
937	Eur_0GT180	EURA	1	0.578591	-0.45404658	PhyloAE	72
934	Eur_0GT177	EURA	1	0.574386	-0.45653355	PhyloAE	73
547	GDJK_24316	GDJK	1	0.560564	-1.7137548	PhyloAE	74
548	GDJK_24589	GDJK	1	0.556863	-1.6975677	PhyloAE	75
936	Eur_0GT179	EURA	1	0.555214	-0.46060652	PhyloAE	76
933	Eur_0GT176	EURA	1	0.550066	-0.45228526	PhyloAE	77
339	PEKE_27448	PEKE	1	0.54782	-1.7219069	PhyloAE	78
346	PEKE_23354	PEKE	1	0.547085	-1.7410427	PhyloAE	79
331	PEKE_23347	PEKE	1	0.543139	-1.7251332	PhyloAE	80
522	PEKE_23363	PEKE	1	0.538316	-1.7259251	PhyloAE	81
310	PEKE_24587	PEKE	1	0.537232	-1.7180961	PhyloAE	82
938	Eur_0GT181	EURA	1	0.536624	-0.45481327	PhyloAE	83
549	WOLF_24889	WOLF-China	1	0.535897	-1.353284	PhyloAE	84
930	Eur_0GT173	EURA	1	0.535601	-0.4530728	PhyloAE	85
550	WOLF_24890	WOLF-Portugal	1	0.531254	-1.4175957	PhyloAE	86
314	PEKE_22966	PEKE	1	0.529144	-1.7329092	PhyloAE	87
545	WOLF_24314	WOLF-Croatia	1	0.526428	-1.3967496	PhyloAE	88
1098	TIBS_05382	TIBS	1	0.525713	-1.6683418	PhyloAE	89
451	PEKE_23356	PEKE	1	0.525276	-1.7050415	PhyloAE	90
551	WOLF_24891	WOLF-Yellowstone	1	0.525171	-1.3699533	PhyloAE	91
1264	TIBS_18H01	TIBS	1	0.524883	-1.6741546	PhyloAE	92
353	PEKE_22961	PEKE	1	0.523756	-1.6827207	PhyloAE	93
1097	TIBS_05381	TIBS	1	0.521636	-1.6673003	PhyloAE	94
1130	TIBS_37A05	TIBS	1	0.521474	-1.6688728	PhyloAE	95
288	PEKE_23359	PEKE	1	0.519874	-1.7082078	PhyloAE	96
764	SHIH_03616	SHIH	1	0.516388	-2.0984538	PhyloAE	97
1095	TIBS_05379	TIBS	1	0.514905	-1.6701602	PhyloAE	98
523	PEKE_22957	PEKE	1	0.5141	-1.6749039	PhyloAE	99
1129	TIBS_37H04	TIBS	1	0.513759	-1.6658775	PhyloAE	100
1131	TIBS_37B05	TIBS	1	0.510226	-1.666043	PhyloAE	101
1233	TIBS_15A09	TIBS	1	0.507539	-1.6605399	PhyloAE	102
552	WOLF_24892	WOLF-India	1	0.500773	-1.4166279	PhyloAE	103
1099	TIBS_05383	TIBS	1	0.496999	-1.6717855	PhyloAE	104
932	Eur_0GT175	EURA	1	0.496785	-0.45509893	PhyloAE	105
1096	TIBS_05380	TIBS	1	0.495322	-1.6626264	PhyloAE	106
22	XIGO_24480	XIGO_China	1	0.489736	-0.70151854	PhyloAE	107
42	TIBM_25313	TIBM_China	1	0.486551	-0.8987302	PhyloAE	108
21	XIGO_24479	XIGO_China	1	0.486284	-0.7001483	PhyloAE	109
40	TIBM_25311	TIBM_China	1	0.486205	-0.89866364	PhyloAE	110
23	XIGO_24481	XIGO_China	1	0.484786	-0.70002776	PhyloAE	111
19	XIGO_24477	XIGO_China	1	0.483135	-0.7027764	PhyloAE	112
39	TIBM_25310	TIBM_China	1	0.47438	-0.87095565	PhyloAE	113
803	TIBM_06482	TIBM	1	0.472657	-0.8917928	PhyloAE	114
43	TIBM_25314	TIBM_China	1	0.471772	-0.86847645	PhyloAE	115
41	TIBM_25312	TIBM_China	1	0.469103	-0.86061555	PhyloAE	116
1270	LHSA_18C10	LHSA	1	0.465256	-1.3598464	PhyloAE	117
546	WOLF_24315	WOLF-Israel	1	0.462609	-1.3606607	PhyloAE	118
1228	LHSA_15F04	LHSA	1	0.455847	-1.3245505	PhyloAE	119
802	TIBM_06481	TIBM	1	0.450431	-0.90139705	PhyloAE	120
799	TIBM_06477	TIBM	1	0.449321	-0.897417	PhyloAE	121
20	XIGO_24478	XIGO_China	1	0.446713	-0.70199585	PhyloAE	122
800	TIBM_06478	TIBM	1	0.438115	-0.8904267	PhyloAE	123
801	TIBM_06479	TIBM	1	0.426099	-0.9001003	PhyloAE	124
159	BLDH_25393	BLDH	2	0.947172	-2.9460092	PhyloAE	125
158	BLDH_11432	BLDH	2	0.941379	-2.9529934	PhyloAE	126
419	BLDH_28398	BLDH	2	0.939647	-2.9318922	PhyloAE	127
358	BLDH_11437	BLDH	2	0.93636	-2.9563177	PhyloAE	128
590	CKCS_14916	CKCS	2	0.931658	-3.9138942	PhyloAE	129
379	BLDH_11438	BLDH	2	0.931208	-2.9380136	PhyloAE	130
299	ACKR_09032	ACKR	2	0.929591	-2.7373009	PhyloAE	131
404	BLDH_01186	BLDH	2	0.929573	-2.9626093	PhyloAE	132
403	BLDH_11433	BLDH	2	0.927874	-2.9321616	PhyloAE	133
378	BLDH_11431	BLDH	2	0.927296	-2.9113302	PhyloAE	134
593	CKCS_07279	CKCS	2	0.926993	-3.9386935	PhyloAE	135
407	BLDH_11436	BLDH	2	0.925384	-2.84873	PhyloAE	136
465	BLDH_25394	BLDH	2	0.924009	-2.9220598	PhyloAE	137
287	ACKR_12453	ACKR	2	0.921196	-2.747296	PhyloAE	138
328	ACKR_12451	ACKR	2	0.91858	-2.7236369	PhyloAE	139
949	ESt_0GT170	ESET	2	0.918306	1.1523645	PhyloAE	140
343	ACKR_12452	ACKR	2	0.915982	-2.6977792	PhyloAE	141
588	CKCS_14912	CKCS	2	0.915827	-3.8625658	PhyloAE	142
281	ACKR_09007	ACKR	2	0.912648	-2.6664567	PhyloAE	143
1206	ISET_13H10	ISET	2	0.912613	1.037542	PhyloAE	144
591	CKCS_15286	CKCS	2	0.911803	-3.9148161	PhyloAE	145
342	ACKR_09991	ACKR	2	0.911605	-2.6074266	PhyloAE	146
948	ESt_0GT169	ESET	2	0.9096	1.1547536	PhyloAE	147
587	CKCS_14911	CKCS	2	0.909113	-3.9248264	PhyloAE	148
585	CKCS_13193	CKCS	2	0.908199	-3.8822293	PhyloAE	149
92	ACKR_27116	ACKR	2	0.907778	-2.6100383	PhyloAE	150
589	CKCS_14913	CKCS	2	0.906001	-3.9346611	PhyloAE	151
607	ECKR_28369	ECKR	2	0.905729	-2.187716	PhyloAE	152
609	ECKR_28473	ECKR	2	0.90559	-2.1887856	PhyloAE	153
943	ESt_0GT164	ESET	2	0.904543	1.1509349	PhyloAE	154
836	GoS_0LU625	GORD	2	0.903763	1.061099	PhyloAE	155
462	ACKR_11414	ACKR	2	0.903585	-2.7450442	PhyloAE	156
594	CKCS_00952	CKCS	2	0.903337	-3.8959858	PhyloAE	157
1026	ISET_27450	ISET	2	0.901692	1.0426153	PhyloAE	158
1237	ISET_15F10	ISET	2	0.900056	1.0420585	PhyloAE	159
592	CKCS_27121	CKCS	2	0.899912	-3.873153	PhyloAE	160
586	CKCS_14520	CKCS	2	0.898807	-3.878037	PhyloAE	161
941	ESt_0GT162	ESET	2	0.898336	1.1484479	PhyloAE	162
1203	ISET_13A10	ISET	2	0.898106	1.042628	PhyloAE	163
829	GoS_0LU606	GORD	2	0.897788	1.0359956	PhyloAE	164
606	ECKR_27591	ECKR	2	0.897757	-2.1870916	PhyloAE	165
291	ACKR_09030	ACKR	2	0.897203	-2.6549802	PhyloAE	166
608	ECKR_28380	ECKR	2	0.896866	-2.178884	PhyloAE	167
945	ESt_0GT166	ESET	2	0.896536	1.1479063	PhyloAE	168
1236	ISET_15B10	ISET	2	0.894623	1.0370028	PhyloAE	169
1238	ISET_15A12	ISET	2	0.893322	1.0377592	PhyloAE	170
940	ESt_0GT161	ESET	2	0.893235	1.1469429	PhyloAE	171
944	ESt_0GT165	ESET	2	0.892274	1.145038	PhyloAE	172
1323	OTTR_36E04	OTTR	2	0.891441	-2.2613354	PhyloAE	173
1239	ISET_15E12	ISET	2	0.890816	1.0352448	PhyloAE	174
832	GoS_0LU613	GORD	2	0.890645	1.0609369	PhyloAE	175
327	ACKR_09110	ACKR	2	0.89011	-2.579979	PhyloAE	176
872	CoS_00GT93	ECKR	2	0.890067	-2.1818893	PhyloAE	177
947	ESt_0GT168	ESET	2	0.889795	1.152821	PhyloAE	178
254	ESSP_04238	ESSP	2	0.88947	-2.6510842	PhyloAE	179
152	ESSP_28464	ESSP	2	0.887884	-2.6553767	PhyloAE	180
942	ESt_0GT163	ESET	2	0.88767	1.1511545	PhyloAE	181
1324	OTTR_36F04	OTTR	2	0.887477	-2.2755804	PhyloAE	182
873	CoS_00GT94	ECKR	2	0.886652	-2.1770039	PhyloAE	183
1025	ISET_27002	ISET	2	0.886317	1.0396602	PhyloAE	184
247	ESSP_04237	ESSP	2	0.886284	-2.64588	PhyloAE	185
1325	OTTR_36H04	OTTR	2	0.886113	-2.255722	PhyloAE	186
295	BASS_10335	BASS	2	0.885536	-1.446151	PhyloAE	187
834	GoS_0LU616	GORD	2	0.884761	1.0450119	PhyloAE	188
1255	OTTR_17C03	OTTR	2	0.884188	-2.2492595	PhyloAE	189
467	BASS_10355	BASS	2	0.882032	-1.451316	PhyloAE	190
1034	FIEL_27194	FIEL	2	0.880882	-2.0903354	PhyloAE	191
1037	FIEL_28377	FIEL	2	0.880277	-2.0978281	PhyloAE	192
946	ESt_0GT167	ESET	2	0.879128	1.1496944	PhyloAE	193
810	Wei_0GT413	WEIM	2	0.879035	2.0644083	PhyloAE	194
833	GoS_0LU615	GORD	2	0.878945	1.0728362	PhyloAE	195
271	ESSP_04235	ESSP	2	0.878409	-2.64808	PhyloAE	196
870	CoS_00GT91	ECKR	2	0.876336	-2.1715634	PhyloAE	197
1326	OTTR_36A05	OTTR	2	0.876231	-2.1919935	PhyloAE	198
1256	OTTR_17D03	OTTR	2	0.875546	-2.2622805	PhyloAE	199
1033	GSET_28456	GORD	2	0.875435	0.94334966	PhyloAE	200
812	Wei_0GT416	WEIM	2	0.874927	2.0333872	PhyloAE	201
468	BASS_10340	BASS	2	0.874537	-1.4400829	PhyloAE	202
471	BASS_10372	BASS	2	0.874013	-1.4448277	PhyloAE	203
286	BASS_10333	BASS	2	0.873838	-1.4427133	PhyloAE	204
1036	FIEL_27554	FIEL	2	0.873523	-2.097406	PhyloAE	205
1246	OTTR_16B07	OTTR	2	0.871556	-2.1978078	PhyloAE	206
871	CoS_00GT92	ECKR	2	0.871547	-2.1817684	PhyloAE	207
322	ESSP_04232	ESSP	2	0.871172	-2.6517253	PhyloAE	208
306	BASS_10342	BASS	2	0.870565	-1.4479082	PhyloAE	209
1257	OTTR_17H04	OTTR	2	0.869843	-2.2236013	PhyloAE	210
831	GoS_0LU610	GORD	2	0.86967	1.0581595	PhyloAE	211
308	ESSP_04198	ESSP	2	0.867368	-2.5174904	PhyloAE	212
318	BASS_10350	BASS	2	0.867291	-1.4419278	PhyloAE	213
1032	GSET_26995	GORD	2	0.86672	0.9785376	PhyloAE	214
830	GoS_0LU607	GORD	2	0.865869	0.9681284	PhyloAE	215
809	Wei_0GT412	WEIM	2	0.865697	2.024647	PhyloAE	216
336	ESSP_04239	ESSP	2	0.86551	-2.6418204	PhyloAE	217
874	CoS_00GT95	ECKR	2	0.864633	-2.171061	PhyloAE	218
808	Wei_0GT411	WEIM	2	0.864165	2.1207943	PhyloAE	219
967	BrS_00GT84	BRIT	2	0.863885	0.7714202	PhyloAE	220
1247	OTTR_16C07	OTTR	2	0.863583	-2.1982582	PhyloAE	221
1007	VIZS_27015	VIZS	2	0.863508	0.8744748	PhyloAE	222
807	Wei_0GT410	WEIM	2	0.862763	2.0567846	PhyloAE	223
806	Wei_0GT409	WEIM	2	0.862621	2.067023	PhyloAE	224
1035	FIEL_27191	FIEL	2	0.861822	-2.0997622	PhyloAE	225
835	GoS_0LU619	GORD	2	0.861351	1.0683346	PhyloAE	226
1005	VIZS_27073	VIZS	2	0.860656	0.8941626	PhyloAE	227
966	BrS_00GT83	BRIT	2	0.859764	0.77152157	PhyloAE	228
469	BASS_10366	BASS	2	0.859578	-1.4426512	PhyloAE	229
332	BASS_10351	BASS	2	0.859101	-1.4435765	PhyloAE	230
579	BRIT_13150	BRIT	2	0.859067	0.7656873	PhyloAE	231
804	Wei_0GT407	WEIM	2	0.858182	2.0435443	PhyloAE	232
470	BASS_10375	BASS	2	0.85762	-1.4441472	PhyloAE	233
341	BEAG_01327	BEAG	2	0.854127	-1.7320191	PhyloAE	234
996	Bgl_000GT7	BEAG	2	0.853697	-1.7171003	PhyloAE	235
580	BRIT_27117	BRIT	2	0.852298	0.7581687	PhyloAE	236
581	BRIT_27137	BRIT	2	0.851566	0.7601355	PhyloAE	237
582	BRIT_28919	BRIT	2	0.851274	0.7604731	PhyloAE	238
628	GSHP_03069	GSHP	2	0.851001	1.0023086	PhyloAE	239
1075	FOXH_23110	FOXH	2	0.850733	-1.7497685	PhyloAE	240
1008	VIZS_27571	VIZS	2	0.850411	0.8877767	PhyloAE	241
623	GSHP_28771	GSHP	2	0.850293	0.97806555	PhyloAE	242
811	Wei_0GT414	WEIM	2	0.850235	2.0636969	PhyloAE	243
239	ESSP_04236	ESSP	2	0.847382	-2.609497	PhyloAE	244
627	GSHP_29551	GSHP	2	0.847216	0.9780654	PhyloAE	245
333	BEAG_07862	BEAG	2	0.84563	-1.7154043	PhyloAE	246
805	Wei_0GT408	WEIM	2	0.844615	1.9332343	PhyloAE	247
1003	WHPG_27013	WHPG	2	0.844507	0.9094965	PhyloAE	248
723	PBGV_09393	PBGV	2	0.843753	-1.3086977	PhyloAE	249
728	PBGV_09420	PBGV	2	0.84363	-1.3128983	PhyloAE	250
626	GSHP_29550	GSHP	2	0.843622	0.9838541	PhyloAE	251
1004	WHPG_27017	WHPG	2	0.843386	0.9103367	PhyloAE	252
725	PBGV_09411	PBGV	2	0.842936	-1.3188987	PhyloAE	253
998	Bgl_000GT9	BEAG	2	0.842424	-1.7141782	PhyloAE	254
1009	VIZS_28366	VIZS	2	0.842327	0.881942	PhyloAE	255
719	PBGV_11478	PBGV	2	0.842235	-1.315208	PhyloAE	256
994	Bgl_000GT5	BEAG	2	0.842207	-1.7254665	PhyloAE	257
720	PBGV_12353	PBGV	2	0.841718	-1.3136756	PhyloAE	258
682	MPOO_28524	MPOO	2	0.841228	0.5292105	PhyloAE	259
997	Bgl_000GT8	BEAG	2	0.840914	-1.7218411	PhyloAE	260
625	GSHP_29549	GSHP	2	0.83965	0.99103314	PhyloAE	261
1072	FOXH_23094	FOXH	2	0.839057	-1.7043538	PhyloAE	262
578	BRIT_12727	BRIT	2	0.838734	0.76185197	PhyloAE	263
965	BrS_00GT82	BRIT	2	0.838654	0.77775687	PhyloAE	264
325	BEAG_07907	BEAG	2	0.838585	-1.72846	PhyloAE	265
347	BEAG_07870	BEAG	2	0.837547	-1.707946	PhyloAE	266
726	PBGV_09415	PBGV	2	0.83658	-1.3096842	PhyloAE	267
620	GSHP_15392	GSHP	2	0.83618	0.959716	PhyloAE	268
721	PBGV_14506	PBGV	2	0.835028	-1.3125502	PhyloAE	269
1070	FOXH_23078	FOXH	2	0.834427	-1.718663	PhyloAE	270
995	Bgl_000GT6	BEAG	2	0.83338	-1.7176522	PhyloAE	271
1077	FOXH_23080	FOXH	2	0.831883	-1.7104524	PhyloAE	272
530	PUG_001026	PUG	2	0.831156	-2.9665685	PhyloAE	273
683	MPOO_28525	MPOO	2	0.830228	0.5279821	PhyloAE	274
724	PBGV_09400	PBGV	2	0.829828	-1.3111044	PhyloAE	275
813	Wei_0GT417	WEIM	2	0.829134	1.831818	PhyloAE	276
621	GSHP_15394	GSHP	2	0.828911	0.9516872	PhyloAE	277
441	PUG_001030	PUG	2	0.828418	-2.941184	PhyloAE	278
1000	WHPG_27001	WHPG	2	0.827844	0.898657	PhyloAE	279
1001	WHPG_27012	WHPG	2	0.827558	0.90710825	PhyloAE	280
502	ESSP_13184	ESSP	2	0.827185	-2.345204	PhyloAE	281
999	WHPG_27039	WHPG	2	0.826469	0.90200394	PhyloAE	282
1011	VIZS_27051	VIZS	2	0.826346	0.88332194	PhyloAE	283
622	GSHP_27023	GSHP	2	0.825668	0.9657302	PhyloAE	284
746	PTWD_06145	PTWD	2	0.825533	0.68621224	PhyloAE	285
1002	WHPG_27016	WHPG	2	0.82502	0.9073944	PhyloAE	286
532	PUG_001069	PUG	2	0.824759	-2.9976368	PhyloAE	287
968	BrS_00GT85	BRIT	2	0.823055	0.7621096	PhyloAE	288
964	BrS_00GT81	BRIT	2	0.822555	0.7727276	PhyloAE	289
1245	GWHP_16E05	GWHP	2	0.821792	0.84527355	PhyloAE	290
1006	VIZS_26998	VIZS	2	0.821586	0.8699007	PhyloAE	291
619	GSHP_13151	GSHP	2	0.821577	0.97021157	PhyloAE	292
743	PTWD_05838	PTWD	2	0.819046	0.6886445	PhyloAE	293
130	BELS_23989	BELS	2	0.81855	3.1000261	PhyloAE	294
524	PUG_001104	PUG	2	0.818478	-2.879385	PhyloAE	295
531	PUG_001027	PUG	2	0.817724	-3.0018742	PhyloAE	296
744	PTWD_05862	PTWD	2	0.817627	0.6813339	PhyloAE	297
624	GSHP_29548	GSHP	2	0.817226	0.936335	PhyloAE	298
685	MPOO_28535	MPOO	2	0.817177	0.5275542	PhyloAE	299
741	PTWD_05676	PTWD	2	0.816215	0.68271023	PhyloAE	300
727	PBGV_09419	PBGV	2	0.815968	-1.3173584	PhyloAE	301
722	PBGV_07322	PBGV	2	0.815684	-1.3122623	PhyloAE	302
125	BELS_22740	BELS	2	0.815183	3.175753	PhyloAE	303
324	BEAG_01324	BEAG	2	0.815077	-1.5560423	PhyloAE	304
527	PUG_001021	PUG	2	0.81421	-2.9691076	PhyloAE	305
1069	FOXH_23074	FOXH	2	0.814007	-1.6787645	PhyloAE	306
529	PUG_001025	PUG	2	0.81219	-2.9758968	PhyloAE	307
1010	VIZS_28367	VIZS	2	0.812074	0.87267137	PhyloAE	308
525	PUG_001018	PUG	2	0.811621	-2.983091	PhyloAE	309
679	MPOO_27535	MPOO	2	0.811034	0.52922523	PhyloAE	310
528	PUG_001022	PUG	2	0.810609	-2.9307427	PhyloAE	311
1074	FOXH_23077	FOXH	2	0.810136	-1.6631538	PhyloAE	312
640	IWSP_27438	IWSP	2	0.810021	0.87695915	PhyloAE	313
1073	FOXH_23089	FOXH	2	0.809627	-1.5797849	PhyloAE	314
183	TPOO_09079	TPOO	2	0.808557	0.52284944	PhyloAE	315
647	IWSP_07575	IWSP	2	0.808302	0.87764686	PhyloAE	316
642	IWSP_28372	IWSP	2	0.807715	0.88047904	PhyloAE	317
749	PTWD_09118	PTWD	2	0.807167	0.6866267	PhyloAE	318
1068	FOXH_23056	FOXH	2	0.80698	-1.5490682	PhyloAE	319
1243	SPIN_16E03	SPIN	2	0.806889	0.74104565	PhyloAE	320
132	BELS_28296	BELS	2	0.806762	3.273082	PhyloAE	321
645	IWSP_07556	IWSP	2	0.805647	0.8809933	PhyloAE	322
686	MPOO_28538	MPOO	2	0.805396	0.5294159	PhyloAE	323
1014	LMUN_27296	LMUN	2	0.804777	0.74571764	PhyloAE	324
117	TURV_24636	TURV	2	0.804612	3.1377482	PhyloAE	325
742	PTWD_05827	PTWD	2	0.803784	0.6829219	PhyloAE	326
646	IWSP_07569	IWSP	2	0.803382	0.87910897	PhyloAE	327
974	BeT_00GT18	TURV	2	0.80278	2.847778	PhyloAE	328
359	GPYR_06369	GPYR	2	0.802242	1.1664443	PhyloAE	329
681	MPOO_28478	MPOO	2	0.801133	0.5221092	PhyloAE	330
644	IWSP_07522	IWSP	2	0.800776	0.87798315	PhyloAE	331
1262	GWHP_17B10	GWHP	2	0.80061	0.8697342	PhyloAE	332
131	BELS_28284	BELS	2	0.800384	3.26022	PhyloAE	333
745	PTWD_05874	PTWD	2	0.799854	0.6867449	PhyloAE	334
1261	SPIN_17A07	SPIN	2	0.799265	0.7213431	PhyloAE	335
