sample_idx	IID	FID	dominant_component_broad	q_max_broad	best_embedding_axis1	best_embedding_method	sample_order_rank
133	BELS_28292	BELS	2	0.799235	3.1617744	PhyloAE	336
747	PTWD_06247	PTWD	2	0.798738	0.6845469	PhyloAE	337
678	MPOO_27223	MPOO	2	0.798605	0.5276466	PhyloAE	338
978	BeT_00GT25	TURV	2	0.797452	2.8712976	PhyloAE	339
687	MPOO_28542	MPOO	2	0.796817	0.5304579	PhyloAE	340
680	MPOO_28469	MPOO	2	0.796441	0.5173196	PhyloAE	341
639	IWSP_27029	IWSP	2	0.795568	0.8753722	PhyloAE	342
121	TPOO_10442	TPOO	2	0.79537	0.519113	PhyloAE	343
1012	LMUN_27292	LMUN	2	0.79436	0.7374538	PhyloAE	344
648	IWSP_07761	IWSP	2	0.794242	0.84001344	PhyloAE	345
1013	LMUN_27295	LMUN	2	0.793851	0.7364028	PhyloAE	346
107	HAVA_27160	HAVA	2	0.793707	0.3999982	PhyloAE	347
350	ESSP_13183	ESSP	2	0.793664	-0.84011275	PhyloAE	348
748	PTWD_06621	PTWD	2	0.792691	0.68264806	PhyloAE	349
127	BELS_22739	BELS	2	0.792569	3.094799	PhyloAE	350
1071	FOXH_23096	FOXH	2	0.791773	-1.4880385	PhyloAE	351
209	TPOO_09069	TPOO	2	0.791684	0.5286915	PhyloAE	352
135	BELS_24606	BELS	2	0.791572	3.2111669	PhyloAE	353
181	TPOO_09067	TPOO	2	0.791381	0.52727765	PhyloAE	354
316	TPOO_09080	TPOO	2	0.790466	0.5237021	PhyloAE	355
1182	BICH_10H01	BICH	2	0.79003	0.2770908	PhyloAE	356
643	IWSP_28373	IWSP	2	0.789346	0.875823	PhyloAE	357
395	GPYR_08840	GPYR	2	0.78843	1.1684021	PhyloAE	358
684	MPOO_28526	MPOO	2	0.788044	0.526555	PhyloAE	359
895	StP_0GT375	SPOO	2	0.786796	0.8436014	PhyloAE	360
456	FCR_012026	FCR	2	0.786699	1.5377998	PhyloAE	361
148	TPOO_26331	TPOO	2	0.786669	0.5190576	PhyloAE	362
106	SPOO_27219	SPOO	2	0.786625	0.8758902	PhyloAE	363
116	TURV_24635	TURV	2	0.786356	2.4402483	PhyloAE	364
418	SPOO_28536	SPOO	2	0.785757	0.8727744	PhyloAE	365
187	HAVA_07423	HAVA	2	0.785436	0.39810553	PhyloAE	366
113	TPOO_27222	TPOO	2	0.785422	0.5256561	PhyloAE	367
185	HAVA_07323	HAVA	2	0.785295	0.39816973	PhyloAE	368
405	GPYR_04971	GPYR	2	0.785028	1.1709255	PhyloAE	369
459	BELS_27485	BELS	2	0.784982	3.1227145	PhyloAE	370
134	BELS_15646	BELS	2	0.784235	3.122446	PhyloAE	371
179	TPOO_09064	TPOO	2	0.783891	0.5252803	PhyloAE	372
976	BeT_00GT23	TURV	2	0.783392	2.5377607	PhyloAE	373
916	GSh_0GT206	GSD	2	0.783206	3.5444965	PhyloAE	374
461	TURV_27484	TURV	2	0.78283	3.0927196	PhyloAE	375
168	GPYR_12349	GPYR	2	0.782225	1.1704932	PhyloAE	376
102	SPOO_27218	SPOO	2	0.78222	0.87883836	PhyloAE	377
189	HAVA_07424	HAVA	2	0.782214	0.39948398	PhyloAE	378
114	SPOO_27225	SPOO	2	0.780912	0.8765269	PhyloAE	379
898	StP_0GT378	SPOO	2	0.780566	0.8809849	PhyloAE	380
919	GSh_0GT209	GSD	2	0.78048	3.746155	PhyloAE	381
518	IBIZ_01228	IBIZ	2	0.779801	0.8286657	PhyloAE	382
166	GPYR_08830	GPYR	2	0.779675	1.1636511	PhyloAE	383
126	BELS_22734	BELS	2	0.779311	3.077294	PhyloAE	384
1320	REDB_35F11	REDB	2	0.778986	-1.453029	PhyloAE	385
641	IWSP_27560	IWSP	2	0.778434	0.87883455	PhyloAE	386
975	BeT_00GT22	TURV	2	0.778356	2.4201975	PhyloAE	387
312	IBIZ_01281	IBIZ	2	0.778019	0.82880193	PhyloAE	388
400	GPYR_04168	GPYR	2	0.777753	1.160989	PhyloAE	389
897	StP_0GT377	SPOO	2	0.776788	0.86185414	PhyloAE	390
199	HAVA_07533	HAVA	2	0.776156	0.3977809	PhyloAE	391
1312	PHAR_34D11	PHAR	2	0.775375	0.7315945	PhyloAE	392
261	IBIZ_01146	IBIZ	2	0.774658	0.8300281	PhyloAE	393
406	GPYR_08839	GPYR	2	0.774573	1.1667827	PhyloAE	394
918	GSh_0GT208	GSD	2	0.774241	3.5097027	PhyloAE	395
202	GSD_013191	GSD	2	0.773911	3.6937895	PhyloAE	396
205	GSD_014567	GSD	2	0.773175	3.530798	PhyloAE	397
917	GSh_0GT207	GSD	2	0.773137	3.500968	PhyloAE	398
248	IBIZ_01086	IBIZ	2	0.772885	0.831348	PhyloAE	399
414	HAVA_27929	HAVA	2	0.7722	0.395258	PhyloAE	400
526	PUG_001183	PUG	2	0.771805	-2.7136967	PhyloAE	401
147	BRIA_27587	BRIA	2	0.771397	1.4656283	PhyloAE	402
103	GOLD_27004	GOLD	2	0.771139	0.9952688	PhyloAE	403
896	StP_0GT376	SPOO	2	0.771019	0.87284404	PhyloAE	404
1123	MALT_37C01	MALT	2	0.770684	0.39873087	PhyloAE	405
963	Dac_0GT118	DACH	2	0.770511	-1.25389	PhyloAE	406
413	GSD_028486	GSD	2	0.770376	3.42296	PhyloAE	407
899	StP_0GT379	SPOO	2	0.77014	0.8467186	PhyloAE	408
193	BRIA_20022	BRIA	2	0.770071	1.4631394	PhyloAE	409
182	DOBP_06082	DOBP	2	0.770069	1.8976119	PhyloAE	410
349	DACH_08267	DACH	2	0.769303	-1.2543129	PhyloAE	411
962	Dac_0GT117	DACH	2	0.76919	-1.2534717	PhyloAE	412
519	IBIZ_01230	IBIZ	2	0.769017	0.8304605	PhyloAE	413
345	DACH_08241	DACH	2	0.768686	-1.2550629	PhyloAE	414
122	FCR_020576	FCR	2	0.768642	1.547366	PhyloAE	415
169	GPYR_27750	GPYR	2	0.768033	1.1345607	PhyloAE	416
255	IBIZ_01128	IBIZ	2	0.767918	0.82930845	PhyloAE	417
203	BRIA_14565	BRIA	2	0.767527	1.4633381	PhyloAE	418
201	HAVA_07524	HAVA	2	0.767427	0.3940813	PhyloAE	419
1124	MALT_37D01	MALT	2	0.766805	0.39985633	PhyloAE	420
224	HAVA_07628	HAVA	2	0.766428	0.39652634	PhyloAE	421
1127	MALT_37G01	MALT	2	0.766428	0.39933717	PhyloAE	422
977	BeT_00GT24	TURV	2	0.766118	2.402557	PhyloAE	423
273	IBIZ_01316	IBIZ	2	0.765865	0.82928026	PhyloAE	424
240	IBIZ_01084	IBIZ	2	0.765616	0.8288494	PhyloAE	425
231	BRIA_20240	BRIA	2	0.765518	1.4649174	PhyloAE	426
1079	MALT_27446	MALT	2	0.765247	0.39938247	PhyloAE	427
128	TURV_22772	TURV	2	0.765054	2.431179	PhyloAE	428
961	Dac_0GT116	DACH	2	0.764886	-1.2542577	PhyloAE	429
915	GSh_0GT205	GSD	2	0.764836	3.592619	PhyloAE	430
204	TPOO_07578	TPOO	2	0.764177	0.49897128	PhyloAE	431
1043	CCRT_27018	CCRT	2	0.763833	0.6236935	PhyloAE	432
1321	REDB_35B12	REDB	2	0.763752	-1.3902206	PhyloAE	433
1076	FOXH_23075	FOXH	2	0.763644	-1.4947368	PhyloAE	434
229	BRIA_20212	BRIA	2	0.762579	1.4631575	PhyloAE	435
1122	MALT_37B01	MALT	2	0.762519	0.3982877	PhyloAE	436
841	Dob_0LU152	DOBP	2	0.761725	1.8142574	PhyloAE	437
99	SPOO_27151	SPOO	2	0.761239	0.8764078	PhyloAE	438
674	MPIN_12873	MPIN	2	0.761219	0.013904618	PhyloAE	439
129	TURV_22781	TURV	2	0.760852	2.3992057	PhyloAE	440
112	FCR_027140	FCR	2	0.759999	1.5015091	PhyloAE	441
77	FCR_027420	FCR	2	0.759364	1.5265571	PhyloAE	442
1199	BICH_13C09	BICH	2	0.75929	0.2726683	PhyloAE	443
232	GSD_004181	GSD	2	0.758303	3.7162066	PhyloAE	444
869	GRe_0GT220	GOLD	2	0.758209	0.9886272	PhyloAE	445
477	BRIA_07780	BRIA	2	0.758198	1.4596139	PhyloAE	446
1128	MALT_37H01	MALT	2	0.758176	0.39850846	PhyloAE	447
206	TPOO_10439	TPOO	2	0.757034	0.48645744	PhyloAE	448
268	IBIZ_01148	IBIZ	2	0.756829	0.8284605	PhyloAE	449
335	DACH_08265	DACH	2	0.756776	-1.2531489	PhyloAE	450
167	GPYR_08836	GPYR	2	0.756438	1.1107429	PhyloAE	451
516	GSNZ_13235	GSNZ	2	0.755813	1.0780107	PhyloAE	452
676	MPIN_12876	MPIN	2	0.755712	-0.00029413216	PhyloAE	453
959	Dac_0GT114	DACH	2	0.755585	-1.2551203	PhyloAE	454
605	DOBP_01031	DOBP	2	0.755582	1.8207408	PhyloAE	455
105	GOLD_27005	GOLD	2	0.755092	0.99384254	PhyloAE	456
902	Rtw_0GT353	ROTT	2	0.754687	1.7512184	PhyloAE	457
1044	CCRT_27336	CCRT	2	0.754645	0.62402815	PhyloAE	458
177	BRIA_20217	BRIA	2	0.754355	1.46414	PhyloAE	459
74	FCR_027007	FCR	2	0.75417	1.5379649	PhyloAE	460
207	GOLD_07286	GOLD	2	0.753829	0.9932402	PhyloAE	461
960	Dac_0GT115	DACH	2	0.753739	-1.2529355	PhyloAE	462
1018	KEES_24630	KEES	2	0.753735	0.21384439	PhyloAE	463
210	BRIA_14502	BRIA	2	0.753509	1.4624103	PhyloAE	464
1125	MALT_37E01	MALT	2	0.752933	0.3921729	PhyloAE	465
867	GRe_0GT218	GOLD	2	0.752595	0.99921304	PhyloAE	466
669	MPIN_12866	MPIN	2	0.752544	0.014832603	PhyloAE	467
415	HAVA_27930	HAVA	2	0.752532	0.3868307	PhyloAE	468
865	GRe_0GT212	GOLD	2	0.752437	0.99827904	PhyloAE	469
186	DOBP_06072	DOBP	2	0.752251	1.8514063	PhyloAE	470
170	GPYR_27751	GPYR	2	0.751312	1.1318778	PhyloAE	471
1190	BICH_12E05	BICH	2	0.750793	0.27155536	PhyloAE	472
1208	BICH_13G11	BICH	2	0.749841	0.28349704	PhyloAE	473
840	Dob_0LU151	DOBP	2	0.749734	1.7836627	PhyloAE	474
1204	BICH_13C10	BICH	2	0.749625	0.28111017	PhyloAE	475
188	DOBP_06043	DOBP	2	0.749467	1.8654219	PhyloAE	476
838	Dob_0LU149	DOBP	2	0.749424	1.7355901	PhyloAE	477
690	MSNZ_12930	MSNZ	2	0.749379	3.5835164	PhyloAE	478
89	FCR_027273	FCR	2	0.748401	1.5334885	PhyloAE	479
837	Dob_0LU148	DOBP	2	0.748249	1.7929076	PhyloAE	480
819	Sci_LU1466	SKIP	2	0.748112	-1.1147544	PhyloAE	481
868	GRe_0GT219	GOLD	2	0.747696	0.986697	PhyloAE	482
86	GOLD_27014	GOLD	2	0.747563	0.9945399	PhyloAE	483
1139	BICH_Z1D09	BICH	2	0.747485	0.28055143	PhyloAE	484
321	DACH_08260	DACH	2	0.747366	-1.2526363	PhyloAE	485
675	MPIN_12874	MPIN	2	0.747021	0.010051416	PhyloAE	486
1019	KEES_24631	KEES	2	0.746742	0.21513614	PhyloAE	487
691	MSNZ_24656	MSNZ	2	0.746695	3.4234977	PhyloAE	488
46	CIRN_26438	CIRN_Italy	2	0.746122	0.7007231	PhyloAE	489
1160	BRUS_Z4F02	BRUS	2	0.745665	0.06355319	PhyloAE	490
671	MPIN_12869	MPIN	2	0.745563	0.0018979777	PhyloAE	491
227	BRIA_20268	BRIA	2	0.745369	1.4594101	PhyloAE	492
670	MPIN_12867	MPIN	2	0.745161	0.008300828	PhyloAE	493
307	DACH_08257	DACH	2	0.745088	-1.2532232	PhyloAE	494
180	DOBP_06079	DOBP	2	0.744975	1.8458399	PhyloAE	495
1313	PHAR_34E11	PHAR	2	0.74494	0.7290433	PhyloAE	496
692	MSNZ_24692	MSNZ	2	0.74477	3.5301063	PhyloAE	497
1168	DALM_Z5H10	DALM	2	0.744753	0.50965303	PhyloAE	498
1078	MALT_27447	MALT	2	0.744524	0.39717847	PhyloAE	499
509	GSNZ_13267	GSNZ	2	0.744159	1.0765806	PhyloAE	500
1021	KEES_27433	KEES	2	0.74368	0.21509524	PhyloAE	501
1164	DALM_Z5F08	DALM	2	0.742831	0.51010877	PhyloAE	502
195	BRIA_20026	BRIA	2	0.74192	1.4633594	PhyloAE	503
301	IBIZ_01088	IBIZ	2	0.741861	0.8318836	PhyloAE	504
1193	BICH_12A06	BICH	2	0.741426	0.2737157	PhyloAE	505
1166	BRUS_Z5H09	BRUS	2	0.741131	-0.5776215	PhyloAE	506
673	MPIN_12872	MPIN	2	0.741126	0.0052218307	PhyloAE	507
30	CPAT_24532	CPAT_Italy	2	0.741015	1.8737649	PhyloAE	508
1327	CCRT_42G05	CCRT	2	0.740749	0.62713546	PhyloAE	509
233	GSD_004371	GSD	2	0.740666	3.6768851	PhyloAE	510
839	Dob_0LU150	DOBP	2	0.740589	1.7895187	PhyloAE	511
696	MSNZ_07671	MSNZ	2	0.739795	3.5409822	PhyloAE	512
900	Rtw_0GT351	ROTT	2	0.739612	1.7200387	PhyloAE	513
866	GRe_0GT217	GOLD	2	0.738822	0.9863267	PhyloAE	514
457	FCR_010697	FCR	2	0.738698	1.5022424	PhyloAE	515
45	CIRN_26437	CIRN_Italy	2	0.738688	0.70551264	PhyloAE	516
1180	BMAL_Z9B12	BMAL	2	0.73867	2.0611339	PhyloAE	517
51	FCR_024743	FCR	2	0.738131	1.5309558	PhyloAE	518
693	MSNZ_24693	MSNZ	2	0.737999	3.5587056	PhyloAE	519
1200	BICH_13D09	BICH	2	0.737766	0.28133923	PhyloAE	520
511	GSNZ_13273	GSNZ	2	0.737756	1.082671	PhyloAE	521
1179	BMAL_Z9G11	BMAL	2	0.737383	1.9800525	PhyloAE	522
47	CIRN_26441	CIRN_Italy	2	0.736863	0.71300876	PhyloAE	523
672	MPIN_12870	MPIN	2	0.73681	-0.009389756	PhyloAE	524
1201	BICH_13E09	BICH	2	0.736689	0.27064145	PhyloAE	525
688	MSNZ_12928	MSNZ	2	0.736049	3.6138995	PhyloAE	526
1161	DALM_Z4A06	DALM	2	0.73577	0.507592	PhyloAE	527
433	ITGY_28389	ITGY	2	0.73557	-0.5076181	PhyloAE	528
823	Sci_LU1473	SKIP	2	0.735385	-1.1199039	PhyloAE	529
48	CIRN_26635	CIRN_Italy	2	0.734204	0.7227325	PhyloAE	530
352	LAB_011121	LAB	2	0.734083	0.8361092	PhyloAE	531
274	PAPI_06205	PAPI	2	0.73373	-0.10914378	PhyloAE	532
1042	CCRT_27282	CCRT	2	0.733397	0.6280238	PhyloAE	533
165	ROTT_01014	ROTT	2	0.733102	1.7671378	PhyloAE	534
512	GSNZ_12317	GSNZ	2	0.732627	1.0791552	PhyloAE	535
513	GSNZ_13553	GSNZ	2	0.732198	1.0787715	PhyloAE	536
163	ROTT_27544	ROTT	2	0.732143	1.7730368	PhyloAE	537
164	ROTT_15437	ROTT	2	0.731133	1.7687774	PhyloAE	538
351	ITGY_06386	ITGY	2	0.73077	-0.512698	PhyloAE	539
860	LRe_0GT269	LAB	2	0.730724	0.8285547	PhyloAE	540
695	MSNZ_07530	MSNZ	2	0.730715	3.6018412	PhyloAE	541
903	Rtw_0GT354	ROTT	2	0.73018	1.6812481	PhyloAE	542
815	Sci_LU1457	SKIP	2	0.730043	-1.1177145	PhyloAE	543
1290	CCRT_30E02	CCRT	2	0.729947	0.625796	PhyloAE	544
901	Rtw_0GT352	ROTT	2	0.729916	1.7422199	PhyloAE	545
436	ITGY_28387	ITGY	2	0.729643	-0.5089628	PhyloAE	546
734	POM_006410	POM	2	0.729103	0.17294557	PhyloAE	547
330	ITGY_08506	ITGY	2	0.728925	-0.5157137	PhyloAE	548
323	ITGY_26972	ITGY	2	0.7289	-0.5167634	PhyloAE	549
791	GSMD_28923	GSMD	2	0.728452	0.38766146	PhyloAE	550
697	MSNZ_07672	MSNZ	2	0.728309	3.531857	PhyloAE	551
1181	BICH_10G01	BICH	2	0.72814	0.27950394	PhyloAE	552
219	PAPI_22902	PAPI	2	0.728025	-0.11356314	PhyloAE	553
514	GSNZ_16154	GSNZ	2	0.727963	1.0627501	PhyloAE	554
357	ROTT_13005	ROTT	2	0.727919	1.7883496	PhyloAE	555
864	LRe_0GT273	LAB	2	0.727903	0.83052367	PhyloAE	556
313	ITGY_08502	ITGY	2	0.727842	-0.51756936	PhyloAE	557
221	PAPI_14935	PAPI	2	0.727359	-0.1188983	PhyloAE	558
1024	KEES_29630	KEES	2	0.727234	0.21673776	PhyloAE	559
731	POM_001235	POM	2	0.727164	0.17276295	PhyloAE	560
256	PAPI_07262	PAPI	2	0.727059	-0.11368209	PhyloAE	561
1306	BOUV_34F01	BOUV	2	0.727054	1.2452408	PhyloAE	562
1038	DALM_27381	DALM	2	0.726643	0.51288354	PhyloAE	563
1045	CCRT_27031	CCRT	2	0.726611	0.62719834	PhyloAE	564
1126	MALT_37F01	MALT	2	0.725979	0.40563878	PhyloAE	565
520	ITGY_15288	ITGY	2	0.725486	-0.5122016	PhyloAE	566
1015	KEES_22830	KEES	2	0.725219	0.21584518	PhyloAE	567
1023	KEES_29631	KEES	2	0.72445	0.21803832	PhyloAE	568
656	LEON_02215	LEON	2	0.724145	0.8523372	PhyloAE	569
677	MPIN_13229	MPIN	2	0.724131	-0.006489409	PhyloAE	570
689	MSNZ_12929	MSNZ	2	0.723643	3.1313348	PhyloAE	571
44	CIRN_26277	CIRN_Italy	2	0.723586	0.6899888	PhyloAE	572
510	GSNZ_13261	GSNZ	2	0.723139	1.0738744	PhyloAE	573
517	GSNZ_07996	GSNZ	2	0.722027	1.0714637	PhyloAE	574
1020	KEES_24633	KEES	2	0.721876	0.21586059	PhyloAE	575
817	Sci_LU1461	SKIP	2	0.721734	-1.116747	PhyloAE	576
694	MSNZ_25440	MSNZ	2	0.721624	3.594578	PhyloAE	577
1178	BMAL_Z9D10	BMAL	2	0.720918	2.0512652	PhyloAE	578
138	PAPI_28462	PAPI	2	0.720277	-0.114927225	PhyloAE	579
657	LEON_26916	LEON	2	0.720267	0.8031809	PhyloAE	580
338	ITGY_27353	ITGY	2	0.719996	-0.5107826	PhyloAE	581
515	GSNZ_13276	GSNZ	2	0.719269	1.0370215	PhyloAE	582
309	LAB_012997	LAB	2	0.718742	0.82209545	PhyloAE	583
249	PAPI_06685	PAPI	2	0.717931	-0.115827635	PhyloAE	584
821	Sci_LU1469	SKIP	2	0.717406	-1.1164571	PhyloAE	585
1309	BOUV_34B06	BOUV	2	0.717346	1.2513934	PhyloAE	586
738	POM_008520	POM	2	0.717307	0.17379789	PhyloAE	587
863	LRe_0GT272	LAB	2	0.717299	0.8317321	PhyloAE	588
1016	KEES_24628	KEES	2	0.717142	0.2146401	PhyloAE	589
655	LEON_20260	LEON	2	0.717125	0.786431	PhyloAE	590
818	Sci_LU1464	SKIP	2	0.717118	-1.118708	PhyloAE	591
1022	KEES_28498	KEES	2	0.717017	0.21484162	PhyloAE	592
1218	PULI_14E05	PULI	2	0.716929	0.13722171	PhyloAE	593
1167	DALM_Z5G10	DALM	2	0.716611	0.50762695	PhyloAE	594
144	FCR_028379	FCR	2	0.716038	1.5386368	PhyloAE	595
861	LRe_0GT270	LAB	2	0.715951	0.8272162	PhyloAE	596
1162	DALM_Z4C09	DALM	2	0.715789	0.50790197	PhyloAE	597
1041	DALM_27076	DALM	2	0.715223	0.5131709	PhyloAE	598
904	Rtw_0GT355	ROTT	2	0.715043	1.7196854	PhyloAE	599
649	LEON_15580	LEON	2	0.714828	0.8201192	PhyloAE	600
575	BMD_004687	BMD	2	0.714154	-0.25021884	PhyloAE	601
458	ROTT_21895	ROTT	2	0.713945	1.6976336	PhyloAE	602
303	LAB_022113	LAB	2	0.713841	0.84134907	PhyloAE	603
538	SSNZ_11497	SSNZ	2	0.712947	1.8638247	PhyloAE	604
1040	DALM_27075	DALM	2	0.712907	0.5137671	PhyloAE	605
1017	KEES_24629	KEES	2	0.712894	0.21693571	PhyloAE	606
1318	BOUV_35E04	BOUV	2	0.712539	1.2451106	PhyloAE	607
494	CHIH_01205	CHIH	2	0.71228	0.18846394	PhyloAE	608
297	PAPI_23524	PAPI	2	0.712193	-0.1143745	PhyloAE	609
654	LEON_20115	LEON	2	0.712093	0.7841484	PhyloAE	610
36	MAAB_24546	MAAB_Italy	2	0.711772	0.59555113	PhyloAE	611
1118	PUMI_29697	PUMI	2	0.711727	0.120444566	PhyloAE	612
814	Sci_LU1455	SKIP	2	0.711573	-0.111754805	PhyloAE	613
736	POM_006433	POM	2	0.711201	0.1721576	PhyloAE	614
292	LAB_011949	LAB	2	0.71056	0.82089084	PhyloAE	615
141	PAPI_28460	PAPI	2	0.709398	-0.11490907	PhyloAE	616
651	LEON_20045	LEON	2	0.709217	0.7983188	PhyloAE	617
573	BMD_004667	BMD	2	0.709111	-0.2617152	PhyloAE	618
787	GSMD_12332	GSMD	2	0.709072	0.37618983	PhyloAE	619
1307	BOUV_34G01	BOUV	2	0.708554	1.2486118	PhyloAE	620
508	GSNZ_13262	GSNZ	2	0.707819	1.0703324	PhyloAE	621
862	LRe_0GT271	LAB	2	0.707745	0.8317329	PhyloAE	622
275	PAPI_22901	PAPI	2	0.707729	-0.11951426	PhyloAE	623
970	BMD_00GT34	BMD	2	0.707672	-0.2511574	PhyloAE	624
1310	BOUV_34C06	BOUV	2	0.707601	1.2487742	PhyloAE	625
577	BMD_000983	BMD	2	0.707469	-0.24425004	PhyloAE	626
1163	INCA_Z4A11	INCA	2	0.706974	0.79327	PhyloAE	627
788	GSMD_21523	GSMD	2	0.706941	0.3940491	PhyloAE	628
574	BMD_004679	BMD	2	0.706408	-0.26377064	PhyloAE	629
1117	PUMI_29696	PUMI	2	0.706291	0.12141133	PhyloAE	630
493	CHIH_01202	CHIH	2	0.706284	0.1869533	PhyloAE	631
123	CHIH_13131	CHIH	2	0.706256	0.19427858	PhyloAE	632
789	GSMD_21528	GSMD	2	0.706217	0.39442712	PhyloAE	633
536	SSNZ_11495	SSNZ	2	0.705991	1.8699678	PhyloAE	634
737	POM_006435	POM	2	0.705942	0.1719674	PhyloAE	635
88	SSNZ_27424	SSNZ	2	0.705602	1.860963	PhyloAE	636
740	POM_008522	POM	2	0.70556	0.17082453	PhyloAE	637
1170	CRES_Z5H11	CRES	2	0.705461	0.19694261	PhyloAE	638
29	VPIN_24529	VPIN_Italy	2	0.705448	0.17406212	PhyloAE	639
1319	BOUV_35D07	BOUV	2	0.704723	1.2478384	PhyloAE	640
1039	DALM_13301	DALM	2	0.704573	0.5112568	PhyloAE	641
792	GSMD_28924	GSMD	2	0.704458	0.3859686	PhyloAE	642
1157	CRES_Z4D01	CRES	2	0.704081	0.19396406	PhyloAE	643
652	LEON_20046	LEON	2	0.703863	0.84648365	PhyloAE	644
732	POM_001271	POM	2	0.703669	0.17177929	PhyloAE	645
434	ITGY_28393	ITGY	2	0.703402	-0.5141203	PhyloAE	646
827	NFd_LU1388	NEWF	2	0.702777	0.6643662	PhyloAE	647
1121	MALT_37A01	MALT	2	0.702773	0.3885224	PhyloAE	648
521	PAPI_27882	PAPI	2	0.702571	-0.10744704	PhyloAE	649
1219	PULI_14F06	PULI	2	0.702489	0.13833983	PhyloAE	650
658	LEON_29552	LEON	2	0.702045	0.8393349	PhyloAE	651
1305	BOUV_34E01	BOUV	2	0.701985	1.2478105	PhyloAE	652
1156	CRES_Z4C01	CRES	2	0.701869	0.1993097	PhyloAE	653
535	SSNZ_11494	SSNZ	2	0.70129	1.8730356	PhyloAE	654
790	GSMD_25392	GSMD	2	0.701261	0.3944039	PhyloAE	655
822	Sci_LU1471	SKIP	2	0.700822	-0.11445904	PhyloAE	656
533	SSNZ_03180	SSNZ	2	0.700728	1.8926004	PhyloAE	657
541	SSNZ_11491	SSNZ	2	0.700368	1.86403	PhyloAE	658
1115	PUMI_29689	PUMI	2	0.700129	0.12659372	PhyloAE	659
1171	CRES_Z5A12	CRES	2	0.700055	0.19861327	PhyloAE	660
1133	BMAL_39E06	BMAL	2	0.700049	1.953942	PhyloAE	661
1154	CRES_Z4A01	CRES	2	0.699887	0.1957089	PhyloAE	662
969	BMD_00GT33	BMD	2	0.699799	-0.25794393	PhyloAE	663
825	NFd_LU1386	NEWF	2	0.699771	0.66489667	PhyloAE	664
973	BMD_00GT37	BMD	2	0.699286	-0.26099312	PhyloAE	665
1148	INCA_Z2C03	INCA	2	0.699113	0.74733996	PhyloAE	666
971	BMD_00GT35	BMD	2	0.699002	-0.26252025	PhyloAE	667
816	Sci_LU1458	SKIP	2	0.698949	-0.10875149	PhyloAE	668
26	VPIN_24518	VPIN_Italy	2	0.698854	0.17279021	PhyloAE	669
435	ITGY_28390	ITGY	2	0.698771	-0.5263172	PhyloAE	670
1172	CRES_Z5B12	CRES	2	0.698266	0.19835554	PhyloAE	671
93	CHIH_27201	CHIH	2	0.697618	0.1912591	PhyloAE	672
780	BRTR_15420	BRTR	2	0.697514	1.2987493	PhyloAE	673
1265	BMAL_18A03	BMAL	2	0.697485	2.0500548	PhyloAE	674
